category	company_name
Media, Marketing & Sales	the penny pincher - coupon magazine
Information Technology	osis (ohio shared information systems)
Information Technology	maxnet computers ( india-mumbai )
Media, Marketing & Sales	corbin global media
Media, Marketing & Sales	tech nick creative
Information Technology	kraftic mobile solutions
Consumer Discretionary	thomas carpet cleaning
Media, Marketing & Sales	tudor packaging & design corp.
Media, Marketing & Sales	sauvage productions
Information Technology	wavenet solutions private limited
Information Technology	fundraiser software
Media, Marketing & Sales	marketing-dynamix, inc.
Media, Marketing & Sales	marketing futures
Media, Marketing & Sales	blacklime media inc.
Industrials	dfw aero mechanix inc
Industrials	aerometals, inc.
Information Technology	midland computers ltd
Information Technology	vp solutions, inc.
Consumer Discretionary	basic carpet care
Consumer Discretionary	winchester board of education
Consumer Discretionary	lake/geauga educational assistance foundation
Consumer Discretionary	sharrari yoga/swim apparel
Information Technology	contagious solutions, inc.
Consumer Discretionary	maven education services
Information Technology	highland solutions
Industrials	haiges machinery, inc.
Information Technology	nsc legacydata solutions ltd
Information Technology	trendex information systems inc.
Information Technology	the it cloud
Media, Marketing & Sales	elizabeth&jane photography
Media, Marketing & Sales	edit house productions, llc
Media, Marketing & Sales	productions optimales inc.
Consumer Discretionary	downey adult school career and education center
Consumer Discretionary	zatoon music & apparel
Information Technology	byte solutions, inc.
Information Technology	bam web solutions
Information Technology	bdc software
Information Technology	1st choice computer solutions
Consumer Discretionary	american professional education services
Information Technology	the missing floor - recruitment software solutions - crm cloud based
Media, Marketing & Sales	sequence media group
Information Technology	lighthouse network solutions
Media, Marketing & Sales	upstart photography
Media, Marketing & Sales	palmedia
Information Technology	talentnow solution service pvt. ltd.
Media, Marketing & Sales	grandparents day magazine
Media, Marketing & Sales	one source marketing ltd
Media, Marketing & Sales	the interactive marketing department, llc
Consumer Discretionary	durkan carpet
Consumer Discretionary	rock castle carpet & floor cleaning
Consumer Discretionary	carpet services unlimited
Media, Marketing & Sales	crundwell digital marketing
Information Technology	new horizons wisconsin computer learning centers / riley technologies
Media, Marketing & Sales	the colerget group / the colerget conference center
Media, Marketing & Sales	cableone advertising
Consumer Discretionary	american appliance
Information Technology	alphabets computers
Media, Marketing & Sales	makespace! media + design lab
Information Technology	red sky it solutions
Media, Marketing & Sales	hansen multimedia
Information Technology	positron telecommunication systems inc.
Media, Marketing & Sales	3photography
Information Technology	interactive telecom solutions
Media, Marketing & Sales	digital insurance (formerly insurance networking news)
Media, Marketing & Sales	mark mendoza photography
Media, Marketing & Sales	hs2 database marketing limited
Information Technology	abts computer
Information Technology	lakeview computers
Information Technology	vn42 software
Media, Marketing & Sales	airemedia
Consumer Discretionary	higher education marketing
Information Technology	sankhala info solutions
Information Technology	talentica software
Information Technology	linkup solutions limited
Information Technology	expand learning solutions
Consumer Discretionary	lmonk educational and training solutions pvt ltd
Information Technology	frontpoint information technology
Consumer Discretionary	make a future - careers in bc education
Consumer Discretionary	sailfast apparel
Consumer Discretionary	education nw resources
Consumer Discretionary	dang good carpet and furnace cleaning
Consumer Discretionary	charlotte knox education
Consumer Discretionary	cubix educational institute pvt. ltd.
Industrials	hranco industries ltd.
Industrials	wright machine
Consumer Discretionary	action apparel inc.
Consumer Discretionary	emerson education limited
Information Technology	unified technology solutions
Information Technology	netlogic solutions, inc.
Information Technology	four lakes internet services
Information Technology	blue ribbon computers
Media, Marketing & Sales	unify marketing & technology solutions
Information Technology	timesheet solutions limited
Information Technology	relentless solutions
Information Technology	eg solutions
Media, Marketing & Sales	nichole burnett photography
Information Technology	cellspot cellular
Information Technology	sky.one cloud solutions
Consumer Discretionary	mourne textiles limited
Information Technology	ironman software, llc
Information Technology	servers inc
Consumer Discretionary	apparel cynergy llc
Information Technology	agile rise software services
Consumer Discretionary	hermosa beach education foundation
Information Technology	rock solid software, llc
Information Technology	york solutions, llc
Information Technology	vital ip solutions ltd
Information Technology	technovative solutions
Consumer Discretionary	victory team apparel
Consumer Discretionary	hendersons educational services
Information Technology	advance computer solutions apple & windows
Media, Marketing & Sales	brown creative group
Information Technology	calnex solutions
Media, Marketing & Sales	westfort productions
Information Technology	computanet solutions limited
Media, Marketing & Sales	web design in horsham
